Date - Year,Date - Month,Date - day,Origin-TIME (UTC) - hr,Origin-TIME (UTC) - min,Origin-TIME (UTC) - sec,Latitude - °N,Longitude - °E,Depth - (Km),Magnitude - (Richter scale)
2015,3,30,19,56,48,24.6,93.1,10,3
2015,4,1,21,23,54,30.2,79.4,10,5.1
2015,4,3,12,45,22,10.6,93.2,100,4
2015,4,8,1,43,46,21.9,89.5,10,4.5
2015,4,9,11,19,55,26.6,92.8,10,3.1
2015,4,9,12,58,25,25.6,91.5,26,2.8
2015,4,9,22,49,40,14.2,92.9,10,5.1
2015,4,12,23,39,37,24.1,93.8,60,3.5
2015,4,15,17,57,4,24.3,95.9,10,4.1
2015,4,16,22,5,49,26.8,92.7,10,4.8
2015,4,17,0,20,14,26.3,92.4,20,3.8
2015,4,18,9,48,6,26.6,92.4,60,3.2
2015,4,21,0,17,28,14.3,92.9,10,5
2015,4,21,14,2,16,28.9,82.4,5,4.9
2015,4,23,20,26,37,27.3,88.1,10,4
2015,4,23,23,58,20,12.9,95.4,10,5.1
2015,4,25,6,11,25,28.1,84.6,10,7.9
2015,4,25,6,37,58,28,85.7,10,5.5
2015,4,25,6,45,20,28.1,84.8,10,6.6
2015,4,25,6,56,35,28,85.7,10,5.7
2015,4,25,7,8,3,27.8,85.6,10,5
2015,4,25,7,13,48,27.4,85.6,10,4.2
2015,4,25,7,16,59,27.7,85.6,10,4.4
2015,4,25,7,39,36,27.4,85.6,10,4.1
2015,4,25,7,47,1,27.9,85.5,10,5
2015,4,25,8,5,37,27.6,85.7,5,4.9
2015,4,25,8,17,1,27.8,85.7,10,5
2015,4,25,8,20,48,27.6,84.9,10,5.6
2015,4,25,8,29,28,28.1,84.8,20,5
2015,4,25,8,49,11,27.9,85,10,4.4
2015,4,25,8,55,55,27.3,85.1,10,5.7
2015,4,25,9,3,16,27.6,85.3,6,4
2015,4,25,9,17,1,28.3,87.3,5,5.8
2015,4,25,9,30,30,27.6,85.3,10,5.6
2015,4,25,10,23,19,27.4,85.6,10,4
2015,4,25,10,40,34,27.7,85.8,5,5
2015,4,25,10,53,43,27.1,85.6,20,4
2015,4,25,12,1,13,27.8,85.8,10,4
2015,4,25,12,12,15,27.6,85.7,5,4.4
2015,4,25,12,18,0,27.8,85.4,10,4.8
2015,4,25,12,44,5,28.1,84.5,10,5.3
2015,4,25,13,30,28,28,85,8,4.9
2015,4,25,13,36,14,27.2,85.7,10,4
2015,4,25,13,53,9,27.7,85,10,4.2
2015,4,25,14,10,5,27.8,85.9,10,4.7
2015,4,25,15,17,19,27.9,85.3,10,4.2
2015,4,25,16,27,25,27.7,85.5,10,4.9
2015,4,25,17,42,52,28.2,85.8,10,5.6
2015,4,25,18,58,33,27.7,85.4,10,4
2015,4,25,20,2,53,27.2,85.6,10,4.2
2015,4,25,20,23,33,28.2,85.8,10,3.6
2015,4,25,21,7,17,27.9,85.7,10,4.5
2015,4,25,23,12,52,27.8,86.2,10,3.5
2015,4,25,23,16,13,27.7,84.9,10,5.6
2015,4,25,23,41,52,27.5,85.9,10,4.4
2015,4,26,2,48,39,27.9,84.5,10,4
2015,4,26,3,21,36,27.4,85.4,10,4.5
2015,4,26,4,58,42,27.8,84.7,13,4.5
2015,4,26,7,9,8,27.6,85.9,10,6.9
2015,4,26,7,26,3,27.7,85.8,10,5
2015,4,26,7,36,28,27.7,85.9,6,4
2015,4,26,8,40,57,27.8,86,14,4.6
2015,4,26,8,46,19,27.6,85.6,10,4
2015,4,26,13,11,18,27.7,85.4,10,4.1
2015,4,26,14,44,51,27.5,85.9,15,3.7
2015,4,26,14,57,5,28.2,84.7,10,4.1
2015,4,26,15,56,51,26.3,92.8,30,3.2
2015,4,26,16,26,5,27.6,85.7,10,5.3
2015,4,26,17,38,47,27.7,85.3,10,3.4
2015,4,26,18,54,49,27.9,84.9,10,3.8
2015,4,26,20,39,20,27.9,85.8,10,3.7
2015,4,26,21,52,26,27.6,85.1,10,3.2
2015,4,26,22,32,35,27.5,85.7,10,3.9
2015,4,26,0,39,11,27.7,84.4,20,3.7
2015,4,27,12,35,49,26.7,88.1,10,5.1
2015,4,27,14,42,42,27.4,85.6,10,4
2015,4,27,14,57,1,27.8,86,10,4.2
2015,4,27,15,51,44,27.3,85.1,10,4
2015,4,27,17,45,27,28.1,84.9,5,3.5
2015,4,27,18,59,54,27.9,84.7,10,4.7
2015,4,27,21,27,45,27.8,85.6,10,4.2
2015,4,27,22,26,7,27.7,84.5,10,3.5
2015,4,27,23,20,33,28,85.4,10,4.5
2015,4,28,5,3,24,37.3,72.1,143,5.1
2015,4,28,19,11,29,27.7,85.7,10,3.2
2015,4,28,19,34,59,27.7,85.8,10,3.8
2015,4,28,22,29,9,27.6,85.8,10,3.3
2015,4,28,23,4,15,27.7,85.9,5,3.6
2015,4,29,0,48,17,26.8,92.5,5,3.5
2015,4,29,1,22,23,27.6,86,13,3.3
2015,4,29,9,39,18,27.6,84.7,12,3.9
2015,4,29,11,27,47,27.7,85.4,15,4
2015,4,29,17,16,34,27.7,85.5,5,4
2015,4,29,22,10,53,28.4,87.3,16,4.7
2015,4,30,0,37,11,27.7,84.7,10,4.1
2015,4,30,9,0,21,28.7,96.5,10,3.8
2015,4,30,19,13,36,27.8,85.8,49,3
2015,4,30,19,21,20,26.5,94.3,10,4.7
2015,4,30,20,19,0,26.7,92.6,10,3.4
2015,4,30,20,33,19,26,94.8,13,3.5
2015,5,1,8,58,45,10.8,92,10,5.4
2015,5,2,0,11,0,27.1,85,10,4.5
2015,5,2,5,35,44,28,84.7,10,4.5
2015,5,2,9,41,18,27.6,85.3,10,3.5
2015,5,2,15,16,20,27.6,86,10,3.5
2015,5,2,21,44,11,27.7,85.9,10,4.1
2015,5,2,22,39,32,28,85,10,3.2
2015,5,3,11,35,13,27.8,85.1,10,4.3
2015,5,3,23,14,17,27.7,85.8,10,3.6
2015,5,4,1,15,7,27.6,85.9,10,4.6
2015,5,5,0,54,6,28,85,20,3.2
2015,5,6,12,17,13,28.1,84.5,23,3.3
2015,5,6,15,13,20,27.4,85.5,10,3.7
2015,5,6,21,56,24,27.4,84.9,10,3.1
2015,5,7,11,0,44,27.3,92.2,10,3.2
2015,5,7,20,34,44,27.4,85.6,10,4
2015,5,8,0,32,33,27.5,85.9,10,4.8
2015,5,8,2,34,43,27.3,85.8,10,3.6
2015,5,8,7,47,54,27.5,85.7,12,4
2015,5,8,21,23,28,28,85.1,10,3.3
2015,5,9,1,1,41,23.3,70.4,10,3.4
2015,5,10,0,49,52,27.5,85.8,10,3.5
2015,5,10,9,38,34,27.7,85.5,10,3.5
2015,5,11,14,51,6,27.7,85.4,10,3.9
2015,5,12,7,5,19,27.7,86,10,7.3
2015,5,12,7,34,23,27.6,86.2,15,5.4
2015,5,12,7,36,54,27.6,86.1,10,6.2
2015,5,12,8,6,6,27.6,86.1,10,5
2015,5,12,8,13,55,27.6,86,10,4.8
2015,5,12,8,21,11,27.8,86.2,10,4.8
2015,5,12,8,34,23,27.8,85.9,10,4.2
2015,5,12,8,59,40,27.8,86.3,10,4
2015,5,12,10,4,5,27.7,86,10,3.3
2015,5,12,10,35,39,27.4,85.9,10,4
2015,5,12,10,41,31,27.4,86.2,10,3.9
2015,5,12,11,6,34,27.7,86.1,10,3.6
2015,5,12,11,21,31,27.6,86.1,10,3.7
2015,5,12,11,58,12,27.6,85.8,10,3.7
2015,5,12,12,28,23,27.7,85.9,10,3.9
2015,5,12,13,43,17,27.5,85.7,10,3.6
2015,5,12,15,28,20,27.6,86.2,15,3.7
2015,5,12,16,32,13,27.6,85.8,18,3.2
2015,5,12,16,55,23,27.6,85.8,10,3.5
2015,5,12,17,28,39,27.4,86.1,10,4.1
2015,5,12,18,51,45,27.7,86.2,16,3.3
2015,5,12,19,34,58,27.7,86.1,10,3.4
2015,5,12,19,37,44,27.5,86,48,3.8
2015,5,12,20,7,34,27.6,86.1,12,3.1
